dia;instituto;turno;candidatura;percentual_pesquisa;margem_pesquisa;qtd_entrevistas;metodologia;ambito;cargo;cenario
09/11/2025;Quaest;1;Lula;32;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Caiado;5;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Zema;5;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Renan;1;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;branco / nulo;16;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;não sabe / não respondeu;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Ratinho Jr.;10;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Eduardo;15;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Ciro;10;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Lula;36;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;branco / nulo;19;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;não sabe / não respondeu;5;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Ratinho Jr.;18;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Eduardo;22;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Lula;39;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Renan;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;branco / nulo;22;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;não sabe / não respondeu;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Eduardo;27;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Lula;39;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Caiado;7;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Renan;3;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;branco / nulo;24;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;não sabe / não respondeu;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;1;Tarcísio;21;2;2004;Presencial;Brasil;Presidente;Primeiro turno
09/11/2025;Quaest;2;Lula;42;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
09/11/2025;Quaest;2;Bolsonaro;39;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
09/11/2025;Quaest;2;branco / nulo;17;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
09/11/2025;Quaest;2;não sabe / não respondeu;2;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
09/11/2025;Quaest;2;Lula;41;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
09/11/2025;Quaest;2;Tarcísio;36;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
09/11/2025;Quaest;2;branco / nulo;20;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
09/11/2025;Quaest;2;não sabe / não respondeu;2;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
10/11/2025;Paraná Pesquisas;1;Lula;35,6;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Caiado;3,2;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Zema;2,7;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;branco / nulo;6,6;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;não sabe / não respondeu;4,7;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ratinho Jr.;6,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Bolsonaro;32,1;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ciro;8,2;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Lula;36;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Caiado;4,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Zema;3,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;branco / nulo;6,8;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;não sabe / não respondeu;4,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ratinho Jr.;8,4;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Michele Bolsonaro;26;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ciro;9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Lula;36,3;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Flávio;19,7;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Caiado;5,2;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Zema;4,8;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;branco / nulo;8;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;não sabe / não respondeu;5,6;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ratinho Jr.;10,5;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ciro;9,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Lula;36;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Caiado;4,5;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Zema;3,3;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;branco / nulo;8,4;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;não sabe / não respondeu;5,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ratinho Jr.;9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Tarcísio;23,2;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ciro;9,7;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Flávio;20,5;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Zema;5,2;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;branco / nulo;14;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;não sabe / não respondeu;7;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ratinho Jr.;11,8;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Haddad;20,6;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;1;Ciro;14,9;2,2;2020;Presencial;Brasil;Presidente;Primeiro turno
10/11/2025;Paraná Pesquisas;2;Lula;44;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
10/11/2025;Paraná Pesquisas;2;Bolsonaro;43;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
10/11/2025;Paraná Pesquisas;2;branco / nulo;8;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
10/11/2025;Paraná Pesquisas;2;não sabe / não respondeu;6;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
10/11/2025;Paraná Pesquisas;2;Lula;43;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
10/11/2025;Paraná Pesquisas;2;Tarcísio;42;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
10/11/2025;Paraná Pesquisas;2;branco / nulo;10;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
10/11/2025;Paraná Pesquisas;2;não sabe / não respondeu;6;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
10/11/2025;Paraná Pesquisas;2;Lula;45;2,2;2020;Presencial;Brasil;Presidente;Lula vs Flávio
10/11/2025;Paraná Pesquisas;2;Flávio;39;2,2;2020;Presencial;Brasil;Presidente;Lula vs Flávio
10/11/2025;Paraná Pesquisas;2;branco / nulo;10;2,2;2020;Presencial;Brasil;Presidente;Lula vs Flávio
10/11/2025;Paraná Pesquisas;2;não sabe / não respondeu;6;2,2;2020;Presencial;Brasil;Presidente;Lula vs Flávio
23/11/2025;MDA;1;Lula;38,8;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Caiado;4;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Zema;2,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;branco / nulo;8,5;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;não sabe / não respondeu;3;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Ratinho Jr.;6,4;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Bolsonaro;27;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Ciro;9,6;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Lula;42,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Zema;9,6;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;branco / nulo;13,1;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;não sabe / não respondeu;3,2;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Ratinho Jr.;14;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Eduardo;17,4;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Lula;42;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Zema;5,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;branco / nulo;14,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;não sabe / não respondeu;4;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Ratinho Jr.;11,8;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Tarcísio;21,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Lula;42,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Zema;8,3;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;branco / nulo;11,7;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;não sabe / não respondeu;2,9;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Ratinho Jr.;11,4;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;1;Michele Bolsonaro;23;2,2;2022;Presencial;Brasil;Presidente;Primeiro turno
23/11/2025;MDA;2;Lula;49;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/11/2025;MDA;2;Bolsonaro;37;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/11/2025;MDA;2;branco / nulo;13;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/11/2025;MDA;2;não sabe / não respondeu;1;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/11/2025;MDA;2;Lula;46;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/11/2025;MDA;2;Tarcísio;39;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/11/2025;MDA;2;branco / nulo;12;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/11/2025;MDA;2;não sabe / não respondeu;3;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
27/11/2025;Atlas;1;Lula;48,7;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Caiado;9,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Zema;4,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Renan;2,1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;branco / nulo;1,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;não sabe / não respondeu;0,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Ratinho Jr.;5;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Michele Bolsonaro;28,6;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Lula;48,5;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Caiado;16,9;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Zema;9,5;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Renan;2,6;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;branco / nulo;6,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;não sabe / não respondeu;3,6;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Ratinho Jr.;12,6;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Lula;47,3;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Flávio;23,1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Caiado;10,2;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Zema;5;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Renan;2,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;branco / nulo;2,8;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;não sabe / não respondeu;1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Ratinho Jr.;7,1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Eduardo Leite;1,1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Lula;48,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Caiado;5,7;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Zema;2,3;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Renan;1,9;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;branco / nulo;3,2;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;não sabe / não respondeu;1,8;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Ratinho Jr.;4,1;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Tarcísio;32,5;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Caiado;5,6;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Zema;2,9;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Renan;2;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;branco / nulo;6,3;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;não sabe / não respondeu;2,2;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Ratinho Jr.;4,2;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Tarcísio;32,3;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;1;Haddad;44,4;1;5510;Online;Brasil;Presidente;Primeiro turno
27/11/2025;Atlas;2;Lula;49;1;5510;Online;Brasil;Presidente;Lula vs Bolsonaro
27/11/2025;Atlas;2;Bolsonaro;47;1;5510;Online;Brasil;Presidente;Lula vs Bolsonaro
27/11/2025;Atlas;2;branco / nulo;4;1;5510;Online;Brasil;Presidente;Lula vs Bolsonaro
27/11/2025;Atlas;2;não sabe / não respondeu;0;1;5510;Online;Brasil;Presidente;Lula vs Bolsonaro
27/11/2025;Atlas;2;Lula;49;1;5510;Online;Brasil;Presidente;Lula vs Tarcísio
27/11/2025;Atlas;2;Tarcísio;47;1;5510;Online;Brasil;Presidente;Lula vs Tarcísio
27/11/2025;Atlas;2;branco / nulo;4;1;5510;Online;Brasil;Presidente;Lula vs Tarcísio
27/11/2025;Atlas;2;não sabe / não respondeu;0;1;5510;Online;Brasil;Presidente;Lula vs Tarcísio
04/12/2025;Datafolha;1;Lula;41;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Caiado;7;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Zema;3;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;branco / nulo;13;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;não sabe / não respondeu;3;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Ratinho Jr.;11;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Tarcísio;23;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Lula;41;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Caiado;6;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Zema;5;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;branco / nulo;11;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;não sabe / não respondeu;2;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Ratinho Jr.;10;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Michele Bolsonaro;24;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Lula;41;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Caiado;5;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Zema;4;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;branco / nulo;10;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;não sabe / não respondeu;2;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Ratinho Jr.;9;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Bolsonaro;29;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Lula;41;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Flávio;18;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Caiado;7;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Zema;6;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;branco / nulo;13;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;não sabe / não respondeu;3;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Ratinho Jr.;12;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Lula;41;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Caiado;7;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Zema;6;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;branco / nulo;13;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;não sabe / não respondeu;2;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Ratinho Jr.;12;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;1;Eduardo;18;2;2002;Presencial;Brasil;Presidente;Primeiro turno
04/12/2025;Datafolha;2;Lula;49;2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
04/12/2025;Datafolha;2;Bolsonaro;40;2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
04/12/2025;Datafolha;2;branco / nulo;10;2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
04/12/2025;Datafolha;2;não sabe / não respondeu;1;2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
04/12/2025;Datafolha;2;Lula;47;2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
04/12/2025;Datafolha;2;Tarcísio;42;2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
04/12/2025;Datafolha;2;branco / nulo;10;2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
04/12/2025;Datafolha;2;não sabe / não respondeu;2;2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
04/12/2025;Datafolha;2;Lula;51;2;2002;Presencial;Brasil;Presidente;Lula vs Flávio
04/12/2025;Datafolha;2;Flávio;36;2;2002;Presencial;Brasil;Presidente;Lula vs Flávio
04/12/2025;Datafolha;2;branco / nulo;12;2;2002;Presencial;Brasil;Presidente;Lula vs Flávio
04/12/2025;Datafolha;2;não sabe / não respondeu;1;2;2002;Presencial;Brasil;Presidente;Lula vs Flávio
08/12/2025;Ipsos-Ipec;1;Lula;38;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Caiado;5;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Zema;3;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;branco / nulo;19;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;não sabe / não respondeu;8;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Ratinho Jr.;9;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Tarcísio;17;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Lula;38;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Caiado;5;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Zema;4;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;branco / nulo;16;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;não sabe / não respondeu;5;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Ratinho Jr.;8;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Michele Bolsonaro;23;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Lula;39;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Flávio;19;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Caiado;7;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Zema;5;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;branco / nulo;17;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;não sabe / não respondeu;6;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Ratinho Jr.;9;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Lula;38;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Caiado;7;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Zema;5;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;branco / nulo;17;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;não sabe / não respondeu;6;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Ratinho Jr.;9;2;2000;Presencial;Brasil;Presidente;Primeiro turno
08/12/2025;Ipsos-Ipec;1;Eduardo;18;2;2000;Presencial;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Lula;34,8;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Flávio;29,3;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Caiado;4,6;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Zema;4,2;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;branco / nulo;22;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Ratinho Jr.;8,8;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Tarcísio;25,6;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
09/12/2025;Futura;1;Michele Bolsonaro;36,2;2,2;2001;Telefônica;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;Lula;34;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;Flávio;25;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;Caiado;6;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;Zema;4;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;Outros;4;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
10/12/2025;Gerp;1;branco / nulo;11;2,24;2000;Presencial;Brasil;Presidente;Primeiro turno
