dia;instituto;turno;candidatura;percentual_pesquisa;margem_pesquisa;qtd_entrevistas;metodologia;ambito;cargo;cenario
05/01/2025;Atlas;1;Lula;41,1;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Caiado;5,9;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;branco / nulo;9,1;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Tarcísio;26,2;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Eduardo Leite;0,9;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Lula;41,1;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Caiado;5,9;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Outros;17,7;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;branco / nulo;9,1;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;não sabe / não respondeu;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Ratinho Jr.;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Tarcísio;26,2;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Michele Bolsonaro;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Eduardo;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Haddad;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Eduardo Leite;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Geraldo Alckmin;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Ciro;0;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Lula;44;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Outros;11,8;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;branco / nulo;3,5;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;1;Bolsonaro;40,6;2;2873;Online;Brasil;Presidente;Primeiro turno
05/01/2025;Atlas;2;Lula;49;2;2873;Online;Brasil;Presidente;Lula vs Bolsonaro
05/01/2025;Atlas;2;Bolsonaro;43;2;2873;Online;Brasil;Presidente;Lula vs Bolsonaro
05/01/2025;Atlas;2;branco / nulo;8;2;2873;Online;Brasil;Presidente;Lula vs Bolsonaro
05/01/2025;Atlas;2;não sabe / não respondeu;0;2;2873;Online;Brasil;Presidente;Lula vs Bolsonaro
05/01/2025;Atlas;2;Lula;49;2;2873;Online;Brasil;Presidente;Lula vs Tarcísio
05/01/2025;Atlas;2;Tarcísio;39;2;2873;Online;Brasil;Presidente;Lula vs Tarcísio
05/01/2025;Atlas;2;branco / nulo;12;2;2873;Online;Brasil;Presidente;Lula vs Tarcísio
05/01/2025;Atlas;2;não sabe / não respondeu;0;2;2873;Online;Brasil;Presidente;Lula vs Tarcísio
26/01/2025;Quaest;2;Lula;43;1;4500;Presencial;Brasil;Presidente;Lula vs Tarcísio
26/01/2025;Quaest;2;Tarcísio;34;1;4500;Presencial;Brasil;Presidente;Lula vs Tarcísio
26/01/2025;Quaest;2;branco / nulo;19;1;4500;Presencial;Brasil;Presidente;Lula vs Tarcísio
26/01/2025;Quaest;2;não sabe / não respondeu;4;1;4500;Presencial;Brasil;Presidente;Lula vs Tarcísio
31/01/2025;Atlas;2;Lula;48;2;3125;Online;Brasil;Presidente;Lula vs Bolsonaro
31/01/2025;Atlas;2;Bolsonaro;43;2;3125;Online;Brasil;Presidente;Lula vs Bolsonaro
31/01/2025;Atlas;2;branco / nulo;9;2;3125;Online;Brasil;Presidente;Lula vs Bolsonaro
31/01/2025;Atlas;2;não sabe / não respondeu;0;2;3125;Online;Brasil;Presidente;Lula vs Bolsonaro
31/01/2025;Atlas;2;Lula;46;2;3125;Online;Brasil;Presidente;Lula vs Tarcísio
31/01/2025;Atlas;2;Tarcísio;45;2;3125;Online;Brasil;Presidente;Lula vs Tarcísio
31/01/2025;Atlas;2;branco / nulo;10;2;3125;Online;Brasil;Presidente;Lula vs Tarcísio
31/01/2025;Atlas;2;não sabe / não respondeu;0;2;3125;Online;Brasil;Presidente;Lula vs Tarcísio
16/02/2025;Paraná Pesquisas;2;Lula;40;2,2;2010;Presencial;Brasil;Presidente;Lula vs Bolsonaro
16/02/2025;Paraná Pesquisas;2;Bolsonaro;45;2,2;2010;Presencial;Brasil;Presidente;Lula vs Bolsonaro
16/02/2025;Paraná Pesquisas;2;branco / nulo;11;2,2;2010;Presencial;Brasil;Presidente;Lula vs Bolsonaro
16/02/2025;Paraná Pesquisas;2;não sabe / não respondeu;4;2,2;2010;Presencial;Brasil;Presidente;Lula vs Bolsonaro
16/02/2025;Paraná Pesquisas;2;Lula;41;2,2;2010;Presencial;Brasil;Presidente;Lula vs Tarcísio
16/02/2025;Paraná Pesquisas;2;Tarcísio;41;2,2;2010;Presencial;Brasil;Presidente;Lula vs Tarcísio
16/02/2025;Paraná Pesquisas;2;branco / nulo;14;2,2;2010;Presencial;Brasil;Presidente;Lula vs Tarcísio
16/02/2025;Paraná Pesquisas;2;não sabe / não respondeu;5;2,2;2010;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/02/2025;MDA;1;Lula;42;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;branco / nulo;12;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;não sabe / não respondeu;2;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Bolsonaro;43;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Lula;30;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Caiado;4;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Zema;3;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Outros;7;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;branco / nulo;11;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;não sabe / não respondeu;6;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Bolsonaro;30;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Ciro;10;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Lula;31;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Caiado;5;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Zema;5;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Outros;12;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;branco / nulo;13;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;não sabe / não respondeu;7;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Eduardo;13;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;1;Ciro;13;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
23/02/2025;MDA;2;Lula;42;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/02/2025;MDA;2;Bolsonaro;43;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/02/2025;MDA;2;branco / nulo;15;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/02/2025;MDA;2;não sabe / não respondeu;0;2,2;2002;Presencial;Brasil;Presidente;Lula vs Bolsonaro
23/02/2025;MDA;2;Lula;41;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/02/2025;MDA;2;Tarcísio;41;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/02/2025;MDA;2;branco / nulo;13;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
23/02/2025;MDA;2;não sabe / não respondeu;5;2,2;2002;Presencial;Brasil;Presidente;Lula vs Tarcísio
27/02/2025;Atlas;1;Lula;41,6;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Caiado;4,6;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Outros;17,5;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;branco / nulo;4;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Tarcísio;32,3;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Lula;42,9;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Outros;8,8;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;branco / nulo;2,4;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Bolsonaro;45,8;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Lula;41,6;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Caiado;4,6;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Zema;4,5;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;branco / nulo;4;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Tarcísio;32,3;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Eduardo Leite;1,5;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Lula;41,5;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Caiado;6,4;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Zema;10;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;branco / nulo;4,3;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Eduardo;23,8;1;5710;Online;Brasil;Presidente;Primeiro turno
27/02/2025;Atlas;1;Eduardo Leite;1,9;1;5710;Online;Brasil;Presidente;Primeiro turno
28/02/2025;Atlas;2;Lula;48;1;5710;Online;Brasil;Presidente;Lula vs Bolsonaro
28/02/2025;Atlas;2;Bolsonaro;49;1;5710;Online;Brasil;Presidente;Lula vs Bolsonaro
28/02/2025;Atlas;2;branco / nulo;4;1;5710;Online;Brasil;Presidente;Lula vs Bolsonaro
28/02/2025;Atlas;2;não sabe / não respondeu;0;1;5710;Online;Brasil;Presidente;Lula vs Bolsonaro
28/02/2025;Atlas;2;Lula;47;1;5710;Online;Brasil;Presidente;Lula vs Tarcísio
28/02/2025;Atlas;2;Tarcísio;49;1;5710;Online;Brasil;Presidente;Lula vs Tarcísio
28/02/2025;Atlas;2;branco / nulo;4;1;5710;Online;Brasil;Presidente;Lula vs Tarcísio
28/02/2025;Atlas;2;não sabe / não respondeu;0;1;5710;Online;Brasil;Presidente;Lula vs Tarcísio
24/03/2025;Atlas;1;Lula;41,7;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Caiado;3,8;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Outros;14,5;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;branco / nulo;6,2;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Tarcísio;33,9;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Lula;40,6;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Outros;10,9;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;branco / nulo;3;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Bolsonaro;45,6;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Lula;41,7;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Caiado;3,8;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Zema;1,6;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;branco / nulo;6,2;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Tarcísio;33,9;1;4659;Online;Brasil;Presidente;Primeiro turno
24/03/2025;Atlas;1;Eduardo Leite;3,6;1;4659;Online;Brasil;Presidente;Primeiro turno
31/03/2025;Quaest;2;Lula;44;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
31/03/2025;Quaest;2;Bolsonaro;40;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
31/03/2025;Quaest;2;branco / nulo;16;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
31/03/2025;Quaest;2;não sabe / não respondeu;0;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
31/03/2025;Quaest;2;Lula;43;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
31/03/2025;Quaest;2;Tarcísio;37;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
31/03/2025;Quaest;2;branco / nulo;16;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
31/03/2025;Quaest;2;não sabe / não respondeu;4;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
03/04/2025;Datafolha;2;Lula;49;2;3054;Presencial;Brasil;Presidente;Lula vs Bolsonaro
03/04/2025;Datafolha;2;Bolsonaro;40;2;3054;Presencial;Brasil;Presidente;Lula vs Bolsonaro
03/04/2025;Datafolha;2;branco / nulo;10;2;3054;Presencial;Brasil;Presidente;Lula vs Bolsonaro
03/04/2025;Datafolha;2;não sabe / não respondeu;1;2;3054;Presencial;Brasil;Presidente;Lula vs Bolsonaro
03/04/2025;Datafolha;2;Lula;48;2;3054;Presencial;Brasil;Presidente;Lula vs Tarcísio
03/04/2025;Datafolha;2;Tarcísio;39;2;3054;Presencial;Brasil;Presidente;Lula vs Tarcísio
03/04/2025;Datafolha;2;branco / nulo;13;2;3054;Presencial;Brasil;Presidente;Lula vs Tarcísio
03/04/2025;Datafolha;2;não sabe / não respondeu;1;2;3054;Presencial;Brasil;Presidente;Lula vs Tarcísio
19/04/2025;Paraná Pesquisas;2;Lula;40;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
19/04/2025;Paraná Pesquisas;2;Bolsonaro;46;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
19/04/2025;Paraná Pesquisas;2;branco / nulo;9;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
19/04/2025;Paraná Pesquisas;2;não sabe / não respondeu;5;2,2;2020;Presencial;Brasil;Presidente;Lula vs Bolsonaro
19/04/2025;Paraná Pesquisas;2;Lula;41;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
19/04/2025;Paraná Pesquisas;2;Tarcísio;43;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
19/04/2025;Paraná Pesquisas;2;branco / nulo;11;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
19/04/2025;Paraná Pesquisas;2;não sabe / não respondeu;6;2,2;2020;Presencial;Brasil;Presidente;Lula vs Tarcísio
24/04/2025;Atlas;1;Lula;42,8;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Caiado;4,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Outros;10,7;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;branco / nulo;8;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Tarcísio;34,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Lula;44,2;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Outros;6,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;branco / nulo;4,4;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Bolsonaro;45,1;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Lula;42,8;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Caiado;4,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Zema;1,6;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;branco / nulo;8;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Ratinho Jr.;2,7;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Tarcísio;34,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Eduardo Leite;1,6;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Ciro;2,7;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Lula;43,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Caiado;5,5;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Zema;3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;branco / nulo;6,9;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Ratinho Jr.;2,6;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Michele Bolsonaro;31,3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Eduardo Leite;2,7;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;1;Ciro;3;1;5419;Online;Brasil;Presidente;Primeiro turno
24/04/2025;Atlas;2;Lula;49;1;5419;Online;Brasil;Presidente;Lula vs Bolsonaro
24/04/2025;Atlas;2;Bolsonaro;46;1;5419;Online;Brasil;Presidente;Lula vs Bolsonaro
24/04/2025;Atlas;2;branco / nulo;5;1;5419;Online;Brasil;Presidente;Lula vs Bolsonaro
24/04/2025;Atlas;2;não sabe / não respondeu;0;1;5419;Online;Brasil;Presidente;Lula vs Bolsonaro
24/04/2025;Atlas;2;Lula;47;1;5419;Online;Brasil;Presidente;Lula vs Tarcísio
24/04/2025;Atlas;2;Tarcísio;47;1;5419;Online;Brasil;Presidente;Lula vs Tarcísio
24/04/2025;Atlas;2;branco / nulo;7;1;5419;Online;Brasil;Presidente;Lula vs Tarcísio
24/04/2025;Atlas;2;não sabe / não respondeu;0;1;5419;Online;Brasil;Presidente;Lula vs Tarcísio
23/05/2025;Atlas;1;Lula;44,1;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Caiado;4,6;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Outros;13,5;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;branco / nulo;4,6;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Tarcísio;33,1;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Lula;43,9;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Outros;6,6;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;branco / nulo;2,8;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Bolsonaro;46,7;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Lula;44,1;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Caiado;4,7;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Zema;1,4;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;branco / nulo;4,6;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Ratinho Jr.;2,1;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Tarcísio;33,11;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Eduardo Leite;1,8;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Ciro;3,6;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Lula;44,4;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Caiado;4,8;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Zema;4;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;branco / nulo;1,8;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Ratinho Jr.;3,9;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Michele Bolsonaro;33,5;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Eduardo Leite;2,2;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;1;Ciro;3,2;1;4399;Online;Brasil;Presidente;Primeiro turno
23/05/2025;Atlas;2;Lula;46;1;4399;Online;Brasil;Presidente;Lula vs Bolsonaro
23/05/2025;Atlas;2;Bolsonaro;48;1;4399;Online;Brasil;Presidente;Lula vs Bolsonaro
23/05/2025;Atlas;2;branco / nulo;7;1;4399;Online;Brasil;Presidente;Lula vs Bolsonaro
23/05/2025;Atlas;2;não sabe / não respondeu;0;1;4399;Online;Brasil;Presidente;Lula vs Bolsonaro
23/05/2025;Atlas;2;Lula;45;1;4399;Online;Brasil;Presidente;Lula vs Tarcísio
23/05/2025;Atlas;2;Tarcísio;49;1;4399;Online;Brasil;Presidente;Lula vs Tarcísio
23/05/2025;Atlas;2;branco / nulo;6;1;4399;Online;Brasil;Presidente;Lula vs Tarcísio
23/05/2025;Atlas;2;não sabe / não respondeu;0;1;4399;Online;Brasil;Presidente;Lula vs Tarcísio
01/06/2025;Quaest;2;Lula;41;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
01/06/2025;Quaest;2;Bolsonaro;41;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
01/06/2025;Quaest;2;branco / nulo;18;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
01/06/2025;Quaest;2;não sabe / não respondeu;0;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
01/06/2025;Quaest;2;Lula;41;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
01/06/2025;Quaest;2;Tarcísio;40;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
01/06/2025;Quaest;2;branco / nulo;14;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
01/06/2025;Quaest;2;não sabe / não respondeu;5;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
11/06/2025;Datafolha;1;Lula;37;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Caiado;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Zema;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;branco / nulo;15;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;não sabe / não respondeu;4;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Ratinho Jr.;11;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Tarcísio;21;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Lula;37;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Caiado;7;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Zema;6;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;branco / nulo;11;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;não sabe / não respondeu;3;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Ratinho Jr.;9;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Michele Bolsonaro;26;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Lula;36;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Caiado;5;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Zema;5;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;branco / nulo;10;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;não sabe / não respondeu;2;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Ratinho Jr.;7;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Bolsonaro;35;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Lula;37;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Caiado;7;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Zema;8;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;branco / nulo;14;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;não sabe / não respondeu;3;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;1;Ratinho Jr.;11;2;2004;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;Datafolha;2;Lula;44;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
11/06/2025;Datafolha;2;Bolsonaro;45;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
11/06/2025;Datafolha;2;branco / nulo;10;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
11/06/2025;Datafolha;2;não sabe / não respondeu;1;2;2004;Presencial;Brasil;Presidente;Lula vs Bolsonaro
11/06/2025;Datafolha;2;Lula;43;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
11/06/2025;Datafolha;2;Tarcísio;42;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
11/06/2025;Datafolha;2;branco / nulo;13;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
11/06/2025;Datafolha;2;não sabe / não respondeu;2;2;2004;Presencial;Brasil;Presidente;Lula vs Tarcísio
11/06/2025;Datafolha;2;Lula;47;2;2004;Presencial;Brasil;Presidente;Lula vs Flávio
11/06/2025;Datafolha;2;Flávio;38;2;2004;Presencial;Brasil;Presidente;Lula vs Flávio
11/06/2025;Datafolha;2;branco / nulo;14;2;2004;Presencial;Brasil;Presidente;Lula vs Flávio
11/06/2025;Datafolha;2;não sabe / não respondeu;1;2;2004;Presencial;Brasil;Presidente;Lula vs Flávio
11/06/2025;MDA;1;Lula;31;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;MDA;1;Caiado;3;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;MDA;1;Zema;3;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
11/06/2025;MDA;1;branco / nulo;11;2,2;2002;Presencial;Brasil;Presidente;Primeiro turno
